,1930,,,,,,,,,,,,,,,,,,,,,,,,
Red,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,,
Green,,,,,,,,,,,,,,,,,,,,,,,,,
Blue,,,,,,,,,,,,,,,,,,,,,,,,,
Purple,,,,,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,,,,,,,,,,,,,,,,,,,,,,,,,
Black,,,,,,,,,,,,,,,,,,,,,,,,,
White,,,,,,,,,,,,,,,,,,,,,,,,,
Beige,,,,,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/03b57fc5cd203be8a2fcc94f1d3c927256961169",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,1960,,,,,,,,,,,,,,,,,,,,,,,,
Red,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,"https://i.scdn.co/image/f0996a03df8f0e8a92041249a47606a020ace8ed",,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/c3216aca24876a4095338629315e634b3c05d0e7","https://i.scdn.co/image/fbf08c435581f1f35da79413ec1f4eb88b8505aa",,,,,,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/8ab74ab918a0cc8fd5799ddc6c0a90fbd1de7198",,,,,,,,,,,,,,,,,,,,,,,,
Purple,"https://i.scdn.co/image/62445185cfdb6105cb9e65e495539f1bb364d3cf",,,,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/1d55f445789ed89a1b8fab09c3dad117afb5fe80","https://i.scdn.co/image/f95935461bce5ff290d78e0bc68e8b1ffe8192b7","https://i.scdn.co/image/bf44daf8c3f35de83e5875bc49791c1347ef36f0","https://i.scdn.co/image/71e6a72a1b3a00d2ddabee9a3e2d5ade3be25409",,,,,,,,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/2bc742038755e7ebb305689b0c7b0ef15503a27f",,,,,,,,,,,,,,,,,,,,,,,,
White,"https://i.scdn.co/image/5c77c792b83fe91d8023c03402573f4af9e53911",,,,,,,,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/f9eabf58e2f22160e56deb26131455d14cb8c853","https://i.scdn.co/image/7587959b71e16f93fe668464ecdd4dd0c7aa9923","https://i.scdn.co/image/3bd51bccab26a6bbed9ffc9e61cfa0bfa8a8d746","https://i.scdn.co/image/6212b0659d60bdd9b10ccd5976759e820fe9c864",,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/ab030a48ebad358694a79f7263678d33c41470e1","https://i.scdn.co/image/976049017fbc58656c1053b24f6842ae56f61da8","https://i.scdn.co/image/8c14918b5e64b03740a0a8e88bb7fcfe99b8407f","https://i.scdn.co/image/b14852d3e663025db365fab8125d06a7fd01b30b","https://i.scdn.co/image/9ed6534e737d8336d6480024e50eef9bf74deb47","https://i.scdn.co/image/ced9e563b1c1fe9a9ae16ee615e1cc2aac4ae133","https://i.scdn.co/image/08a03fd8e22d7dd838e49fdaa1b17cc1511571ea","https://i.scdn.co/image/10f2c08e50e8c9e556efebbd71bcfed4cb46d90d","https://i.scdn.co/image/849bb6611510bc5676b2df4614a27ca4bb987829","https://i.scdn.co/image/1af7ca7875aedcee5e3bcbac853f914b6feeb1eb","https://i.scdn.co/image/c429243cd056974175abe72a3142d3dccffc166a","https://i.scdn.co/image/5fa3a6cc1848ea743a293d2088046746d1b09608","https://i.scdn.co/image/c376e9eb1f220d93d5a8b9475d2288d7d13260db",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,1970,,,,,,,,,,,,,,,,,,,,,,,,
Red,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/3a9694930e367236d22dc3059cd81df08a767769","https://i.scdn.co/image/be48b9d2a214ba1ec403ce2cd65bd21ab4bedd22","https://i.scdn.co/image/9b0ebed40344b2b37fb644b57411a422f30693d0","https://i.scdn.co/image/972ec426477769d0cb5f442c0fa8aaacea11e6a5","https://i.scdn.co/image/c34dd22b96e2fe11f75a9db24d1a6a3382832f77",,,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/686ba2cb84fd5b12f9c2dbcca46434f93532157c","https://i.scdn.co/image/b4b907579f0c68b81fa98e16478351bdcd943f94",,,,,,,,,,,,,,,,,,,,,,,
Purple,,,,,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,"https://i.scdn.co/image/006e418c379a9417ebf9af0c67a2d17726aa1932","https://i.scdn.co/image/91117ff482243a9284058456abc97bd8bbfcec22","https://i.scdn.co/image/e951564296a9823a67147608aeab8cf821a7d16f","https://i.scdn.co/image/c922785af159311ec7d149320087e26918d4c3ee",,,,,,,,,,,,,,,,,,,,,
Black,"https://i.scdn.co/image/3ad5b25f617ad90bd4377ded4d2599954a4b356a","https://i.scdn.co/image/d648c3bde980c9161b34cc8d7945c21d112a7957","https://i.scdn.co/image/f5ac81c0b2de2d03ad61e94e32555d0c9f25e31a","https://i.scdn.co/image/fd8abf8fc448cc5f4697d8b90478cb1feaebed88","https://i.scdn.co/image/b3b97a6eef240a7b2214eff1a83901bd6e31f839","https://i.scdn.co/image/e9bea75c6ae395984ef70a465aa6ef9bdbb0cf0c","https://i.scdn.co/image/16f2cbdeacd1fb73f59618aa44cb943e96229b41","https://i.scdn.co/image/e5f5a50956c2c7dd5411051ca507b4f771d6d816","https://i.scdn.co/image/8e653240017bbb3fba7313dfa4a887cc06a4a238","https://i.scdn.co/image/e7e91aa4a0e2fc508aa18450cf703b040673894f","https://i.scdn.co/image/98ae5260657d85788a079c68dcc4aa0ff698c61e","https://i.scdn.co/image/9b312163180f5adb5901ba8ab8b1b25fd0740d66","https://i.scdn.co/image/f491552bd6193c4622f1b4235bdf8179911ed1b0","https://i.scdn.co/image/987a3d22da5f0126df6d5d86c6fa5508185fafc0",,,,,,,,,,,
White,"https://i.scdn.co/image/22f896de1f5d43ee19b339f263c2d02c7b53e182","https://i.scdn.co/image/afa7b61787f4ae5ea245b927aa301ab3a1f263c7","https://i.scdn.co/image/df336667c74abdfe56835e54712cdea8acc55814","https://i.scdn.co/image/a635106f337f4216c7c05f72e43aac71c89c9d77","https://i.scdn.co/image/61fbfc12c92752d2334547c00d5f13b8b7edba94",,,,,,,,,,,,,,,,,,,,
Beige,"https://i.scdn.co/image/df6d664c56fc929d07b9e0e60d83319d26dc82f0","https://i.scdn.co/image/4d8256cad24fce3afd07d4a3d21d379f00388dfc",,,,,,,,,,,,,,,,,,,,,,,
Gray,"https://i.scdn.co/image/f1f3bf04452f0a48866a2b1a1ae8179f0ffda5bd","https://i.scdn.co/image/e542143166c5cacc9916dba74e24e9b96909a930","https://i.scdn.co/image/8050c6703807225bfefb156978b39e59def5f766","https://i.scdn.co/image/994b6977620db577e021b3b4b18248fd66303426","https://i.scdn.co/image/67272b180000fe6b4992ee8b42b62d20517bd97e","https://i.scdn.co/image/0e81d91d2ac696f6c1410458ab2c3c78833d8e43","https://i.scdn.co/image/fe9a6270d2c1e8b0a62945623da0c6a98f392b0a","https://i.scdn.co/image/6bd4450a8fbf30702a92f1c825377f1933ded249","https://i.scdn.co/image/4ff77b9d42c53dc235fb8615bd3949f2dcfabc59","https://i.scdn.co/image/87c34e88f7100b0f90ce58154a399738c24a4602","https://i.scdn.co/image/ce8ea5a5a04577ff0e05a481a9fb0bd7b0cccebc","https://i.scdn.co/image/adb1991de90491a9d2a5f082cadbec9c39201dd4","https://i.scdn.co/image/d9417d1df144e00732e35e4d6f3d0dbff06a2a4c","https://i.scdn.co/image/1209d44e16da056c77b3dbf78ee2f0f7244c09f7","https://i.scdn.co/image/173012660180789329f216670681818e849d0e69","https://i.scdn.co/image/1b2dea302aea0f4aba76f6c13fdd9981db14f050","https://i.scdn.co/image/1f10b9db8e8a6881f7ae6d36e937a5961a8d8e29","https://i.scdn.co/image/e10a7d0572569ee5ec9159ed03c79a8b61b308ec","https://i.scdn.co/image/e4d437831cccc9967dc92726c59e855ac59d6abd","https://i.scdn.co/image/c1516f818a058460b28ea3862a6fc0a3447fc832","https://i.scdn.co/image/998123a686f6c81beea0c02ca5e2769be8759010",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,1980,,,,,,,,,,,,,,,,,,,,,,,,
Red,"https://i.scdn.co/image/a4608dfcd98cff4075707725acef57fc3139b666",,,,,,,,,,,,,,,,,,,,,,,,
Orange,,,,,,,,,,,,,,,,,,,,,,,,,
Yellow,,,,,,,,,,,,,,,,,,,,,,,,,
Green,"https://i.scdn.co/image/294c658bb11f3208c43009189604fce1db423b35","https://i.scdn.co/image/a59b95f1ff9f23eb310ba9ce685845fddd1f1e69","https://i.scdn.co/image/52c4b2e93f533056a878fede107de09945fa18bf","https://i.scdn.co/image/ca9bd579bc5785e39e902af111aa8b278d11c732",,,,,,,,,,,,,,,,,,,,,
Blue,"https://i.scdn.co/image/3b1f17f0694f9c3ddc8e126582123ea8a3f384d1",,,,,,,,,,,,,,,,,,,,,,,,
Purple,"https://i.scdn.co/image/f894e6330b6e4d5d7ae46808415053046fb2de9f","https://i.scdn.co/image/43878224b9393aafa13120751cf9a3acf234c255","https://i.scdn.co/image/5e553d65e84fde60e3293ce2138a52e5f5b3ec10",,,,,,,,,,,,,,,,,,,,,,
Pink,,,,,,,,,,,,,,,,,,,,,,,,,
